filename,mosquito_count
DSC_6011.JPG,117
DSC_6012.JPG,141
DSC_6013.JPG,132
DSC_6014.JPG,142
DSC_6015.JPG,72
DSC_6016.JPG,81
DSC_6017.JPG,64
DSC_6018.JPG,82
DSC_6019.JPG,75
DSC_6020.JPG,70
DSC_6021.JPG,74
DSC_6022.JPG,71
DSC_6023.JPG,74
DSC_6024.JPG,71
DSC_6025.JPG,14
DSC_6026.JPG,41
DSC_6027.JPG,13
DSC_6028.JPG,12
DSC_6029.JPG,35
DSC_6030.JPG,17
DSC_6031.JPG,93
DSC_6032.JPG,71
DSC_6033.JPG,57
DSC_6034.JPG,73
DSC_6035.JPG,73
DSC_6036.JPG,73
DSC_6037.JPG,89
DSC_6038.JPG,91
DSC_6039.JPG,86
DSC_6040.JPG,78
DSC_6041.JPG,87
DSC_6042.JPG,86
DSC_6043.JPG,77
