filename,mosquito_count
DSC_6107.JPG,22
DSC_6108.JPG,33
DSC_6109.JPG,24
DSC_6110.JPG,23
DSC_6111.JPG,51
DSC_6112.JPG,52
DSC_6113.JPG,33
DSC_6114.JPG,42
DSC_6115.JPG,32
DSC_6116.JPG,35
DSC_6117.JPG,25
DSC_6118.JPG,44
DSC_6119.JPG,40
DSC_6120.JPG,37
DSC_6121.JPG,25
DSC_6122.JPG,27
DSC_6123.JPG,29
DSC_6124.JPG,27
DSC_6125.JPG,33
DSC_6126.JPG,29
DSC_6127.JPG,36
DSC_6128.JPG,14
DSC_6129.JPG,11
DSC_6130.JPG,63
DSC_6131.JPG,15
DSC_6132.JPG,44
DSC_6133.JPG,55
DSC_6134.JPG,50
DSC_6135.JPG,48
DSC_6136.JPG,42
DSC_6137.JPG,51
DSC_6138.JPG,38
