filename,mosquito_count
DSC_5967.JPG,61
DSC_5968.JPG,67
DSC_5969.JPG,75
DSC_5970.JPG,66
DSC_5971.JPG,73
DSC_5972.JPG,79
DSC_5973.JPG,49
DSC_5974.JPG,54
DSC_5975.JPG,56
DSC_5976.JPG,55
DSC_5977.JPG,58
DSC_5978.JPG,62
DSC_5979.JPG,54
DSC_5980.JPG,49
DSC_5981.JPG,48
DSC_5982.JPG,10
DSC_5983.JPG,10
DSC_5984.JPG,7
DSC_5985.JPG,9
DSC_5986.JPG,11
DSC_5987.JPG,10
DSC_5988.JPG,8
DSC_5989.JPG,9
DSC_5990.JPG,8
DSC_5991.JPG,8
DSC_5992.JPG,12
DSC_5993.JPG,39
DSC_5994.JPG,35
DSC_5995.JPG,31
DSC_5996.JPG,38
DSC_5997.JPG,30
DSC_5998.JPG,33
DSC_5999.JPG,31
DSC_6000.JPG,44
DSC_6001.JPG,31
DSC_6002.JPG,52
DSC_6003.JPG,66
DSC_6004.JPG,50
DSC_6005.JPG,52
DSC_6006.JPG,53
DSC_6007.JPG,53
DSC_6008.JPG,50
DSC_6009.JPG,45
DSC_6010.JPG,62
