filename,mosquito_count
DSC_6403.JPG,78
DSC_6404.JPG,91
DSC_6405.JPG,84
DSC_6406.JPG,93
DSC_6407.JPG,84
DSC_6408.JPG,72
DSC_6409.JPG,63
DSC_6410.JPG,82
DSC_6411.JPG,39
DSC_6412.JPG,42
DSC_6413.JPG,37
DSC_6414.JPG,31
DSC_6415.JPG,31
DSC_6416.JPG,40
DSC_6417.JPG,33
DSC_6418.JPG,9
DSC_6419.JPG,23
DSC_6420.JPG,29
DSC_6421.JPG,30
DSC_6422.JPG,29
DSC_6423.JPG,28
DSC_6424.JPG,32
DSC_6425.JPG,29
DSC_6426.JPG,25
DSC_6427.JPG,28
DSC_6428.JPG,175
DSC_6429.JPG,163
DSC_6430.JPG,166
DSC_6431.JPG,166
DSC_6432.JPG,179
DSC_6433.JPG,172
DSC_6434.JPG,173
DSC_6435.JPG,192
DSC_6436.JPG,177
DSC_6437.JPG,181
DSC_6438.JPG,179
DSC_6439.JPG,92
DSC_6440.JPG,105
DSC_6441.JPG,92
DSC_6442.JPG,86
DSC_6443.JPG,92
DSC_6444.JPG,80
DSC_6445.JPG,91
DSC_6446.JPG,88
DSC_6447.JPG,85
DSC_6448.JPG,79
DSC_6449.JPG,98
DSC_6450.JPG,111
DSC_6451.JPG,119
DSC_6452.JPG,117
DSC_6453.JPG,116
DSC_6454.JPG,129
DSC_6455.JPG,145
DSC_6456.JPG,137
DSC_6457.JPG,125
DSC_6458.JPG,157
DSC_6459.JPG,128
DSC_6460.JPG,143
