filename,mosquito_count
DSC_6044.JPG,507
DSC_6045.JPG,511
DSC_6046.JPG,501
DSC_6047.JPG,508
DSC_6048.JPG,507
DSC_6049.JPG,125
DSC_6050.JPG,143
DSC_6051.JPG,147
DSC_6052.JPG,135
DSC_6053.JPG,146
DSC_6054.JPG,18
DSC_6055.JPG,25
DSC_6056.JPG,21
DSC_6057.JPG,24
DSC_6058.JPG,21
DSC_6059.JPG,19
DSC_6060.JPG,110
DSC_6061.JPG,105
DSC_6062.JPG,104
DSC_6063.JPG,120
DSC_6064.JPG,110
DSC_6065.JPG,107
DSC_6066.JPG,130
DSC_6067.JPG,124
DSC_6068.JPG,125
DSC_6069.JPG,128
DSC_6070.JPG,133
DSC_6071.JPG,114
